"33012577,""Wotum nieufności (W kręgach władzy, #1)"",Remigiusz Mróz,""Mróz, Remigiusz"",,""=""""8380751884"""""",""=""""9788380751880"""""",4,3.94,Wydawnictwo Filia,Paperback,624,2017,2017,2017/02/23,2017/02/13,,,read,,,,2,,,0,,,,,";
"6288,The Road,Cormac McCarthy,""McCarthy, Cormac"",,""=""""0307265439"""""",""=""""9780307265432"""""",4,3.95,Knopf,Hardcover,241,2006,2006,2017/02/12,2017/02/05,,,read,,,,1,,,0,,,,,";
"15997762,Gdy nie nadejdzie jutro,Paweł Skawiński,""Skawiński, Paweł"",,""=""""9788393329"""""",""="""""""""",0,3.61,Wydawnictwo dobra Literatura,Paperback,224,2011,2011,,2017/02/06,to-read,to-read (#35),to-read,,,,0,,,0,,,,,";
"32492682,Mroczna materia,Blake Crouch,""Crouch, Blake"",Paweł Wieczorek,""="""""""""",""=""""9788365521781"""""",0,4.10,Zysk i S-ka,Hardcover,344,2016,2016,,2017/02/06,to-read,to-read (#34),to-read,,,,0,,,0,,,,,";
"38180,On the Beach,Nevil Shute,""Shute, Nevil"",,""=""""1842322761"""""",""=""""9781842322765"""""",5,3.92,House of Stratus,Paperback,296,2002,1957,2017/02/05,2017/01/24,,,read,,,,1,,,0,,,,,";
"9555236,""Mróz (Jakub Tyszkiewicz, #1)"",Marcin Ciszewski,""Ciszewski, Marcin"",,""="""""""""",""="""""""""",4,3.81,Ender,Audiobook,416,2010,2010,2017/01/24,2014/02/23,,,read,,,,1,,,0,,,,,";
"8645040,""www.1944.waw.pl (www, #3)"",Marcin Ciszewski,""Ciszewski, Marcin"",,""=""""8392587928"""""",""=""""9788392587927"""""",4,3.90,Wydawnictwo SOL,Paperback,332,2009,2009,2017/01/14,2014/02/23,,,read,,,,1,,,0,,,,,";
"2165,The Old Man and the Sea,Ernest Hemingway,""Hemingway, Ernest"",,""=""""0684830493"""""",""=""""9780684830490"""""",4,3.73,Scribner,Hardcover,132,1996,1952,2017/01/06,2014/02/09,,,read,,,,1,,,0,,,,,";
"26604004,""www.afgan.com.pl (www, #6)"",Marcin Ciszewski,""Ciszewski, Marcin"",Tadeusz Michrowski,""=""""8364523392"""""",""=""""9788364523397"""""",0,3.18,WarBook,Paperback,336,2015,2015,,2017/01/05,to-read,to-read (#33),to-read,,,,0,,,0,,,,,";
"24387948,""Porucznik Jamróz (www, #5)"",Marcin Ciszewski,""Ciszewski, Marcin"",""Piotr Grabowski, Dariusz Wnuk, Jakub Wieczorek, Maciej Więckowski, Andrzej Hausner, Leszek Filipowicz, Milogost Reczek"",""="""""""""",""="""""""""",0,3.64,audioteka.pl,Audiobook,50,2014,2014,,2017/01/05,to-read,to-read (#32),to-read,,,,0,,,0,,,,,";
"31194209,""Immunitet (Chyłka i Zordon, #4)"",Remigiusz Mróz,""Mróz, Remigiusz"",,""=""""8379765109"""""",""=""""9788379765102"""""",4,4.00,Czwarta Strona,Paperback,648,2016,2016,2017/01/02,2016/11/23,,,read,,,,1,,,0,,,,,";
"28225503,""Rewizja (Chyłka i Zordon, #3)"",Remigiusz Mróz,""Mróz, Remigiusz"",,""=""""8379763971"""""",""=""""9788379763979"""""",4,3.96,Czwarta Strona,Paperback,624,2016,2016,2016/12/17,2016/11/23,,,read,,,,1,,,0,,,,,";
"25781338,""Zaginięcie (Chyłka i Zordon, #2)"",Remigiusz Mróz,""Mróz, Remigiusz"",,""=""""8379762991"""""",""=""""9788379762996"""""",4,4.04,Czwarta Strona,Paperback,509,2015,2015,2016/12/02,2016/11/23,,,read,,,,1,,,0,,,,,";
"22543496,Elon Musk: Inventing the Future,Ashlee Vance,""Vance, Ashlee"",,""=""""0062301233"""""",""="""""""""",5,4.25,Ecco,Hardcover,392,2015,2015,2016/11/24,2016/11/19,,,read,,,,1,,,0,,,,,";
"24448535,""Kasacja (Chyłka i Zordon, #1)"",Remigiusz Mróz,""Mróz, Remigiusz"",,""=""""8379762479"""""",""=""""9788379762477"""""",5,3.90,Czwarta Strona,Paperback,496,2015,2015,2016/11/19,2016/11/08,,,read,,,,1,,,0,,,,,";
"13330761,The Dog Stars,Peter Heller,""Heller, Peter"",,""=""""0307959945"""""",""=""""9780307959942"""""",5,3.91,Knopf,Hardcover,336,2012,2012,2016/11/09,2016/10/29,,,read,,,,1,,,0,,,,,";
"1706489,""Rook (Jim Rook, #1)"",Graham Masterton,""Masterton, Graham"",,""=""""0727849913"""""",""=""""9780727849915"""""",3,3.84,Severn House Publishers,Hardcover,256,1996,1996,2016/11/07,2016/10/26,,,read,,,,1,,,0,,,,,";
"785092,Secrets of the Millionaire Mind: Mastering the Inner Game of Wealth,T. Harv Eker,""Eker, T. Harv"",,""=""""0060763280"""""",""=""""9780060763282"""""",4,4.15,Harper Collins Business,Hardcover,212,2005,2005,,2016/10/28,,,read,,,,1,,,0,,,,,";
"13538757,The Road to Woodbury (The Walking Dead #2),Robert Kirkman,""Kirkman, Robert"",Jay Bonansinga,""=""""0312547749"""""",""=""""9780312547745"""""",3,3.70,Thomas Dunne Books,Hardcover,277,2012,2012,2016/10/15,2016/10/08,,,read,,,,1,,,0,,,,,";
"12609433,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,""Duhigg, Charles"",,""=""""1400069289"""""",""=""""9781400069286"""""",4,4.03,Random House,Hardcover,286,2012,2011,2016/09/14,2016/09/04,,,read,,,,1,,,0,,,,,";
"16103642,""Chłopcy (Chłopcy, #1)"",Jakub Ćwiek,""Ćwiek, Jakub"",Robert Adler,""=""""8363248525"""""",""=""""9788363248529"""""",3,3.66,Sine Qua Non,Hardcover,320,2012,2012,2016/09/04,2016/03/16,,,read,,,,1,,,0,,,,,";
"11084145,Steve Jobs,Walter Isaacson,""Isaacson, Walter"",,""=""""1451648537"""""",""=""""9781451648539"""""",5,4.10,Simon & Schuster,Hardcover,656,2011,2011,2016/06/15,2016/06/15,,,read,,,,1,,,0,,,,,";
"7613,Animal Farm,George Orwell,""Orwell, George"",,""=""""0452284244"""""",""=""""9780452284241"""""",5,3.88,NAL,Paperback,122,2003,1945,2015/10/05,2015/01/01,,,read,,,,1,,,0,,,,,";
"10664113,""A Dance with Dragons (A Song of Ice and Fire, #5)"",George R.R. Martin,""Martin, George R.R."",,""="""""""""",""="""""""""",4,4.31,Bantam,Kindle Edition,1125,2011,2011,2015/07/13,2015/04/16,,,read,,,,1,,,0,,,,,";
"20105391,""The Shattering: Prelude to Cataclysm (World of Warcraft, #8)"",Christie Golden,""Golden, Christie"",,""="""""""""",""="""""""""",0,3.93,Pocket Books,Kindle Edition,432,2010,2010,,2013/03/21,to-read,to-read (#15),to-read,,,,0,,,0,,,,,";
"3636,""The Giver (The Giver, #1)"",Lois Lowry,""Lowry, Lois"",,""=""""0385732554"""""",""=""""9780385732550"""""",4,4.12,Ember,Paperback,208,2006,1993,2015/04/16,2012/10/22,,,read,,,,1,,,0,,,,,";
"13497,""A Feast for Crows (A Song of Ice and Fire, #4)"",George R.R. Martin,""Martin, George R.R."",,""=""""055358202X"""""",""=""""9780553582024"""""",4,4.10,Bantam Books,Mass Market Paperback,1061,2011,2005,2015/04/05,2014/12/09,,,read,,,,1,,,0,,,,,";
"10762469,The Leftovers,Tom Perrotta,""Perrotta, Tom"",,""=""""0312358342"""""",""=""""9780312358341"""""",3,3.38,St. Martin's Press,Hardcover,355,2011,2011,2014/12/09,2014/11/22,,,read,,,,1,,,0,,,,,";
"62291,""A Storm of Swords (A Song of Ice and Fire, #3)"",George R.R. Martin,""Martin, George R.R."",,""=""""055357342X"""""",""=""""9780553573428"""""",4,4.54,Bantam,Mass Market Paperback,1177,2003,2000,2014/11/22,2014/11/16,,,read,,,,1,,,0,,,,,";
"10572,""A Clash of Kings  (A Song of Ice and Fire, #2)"",George R.R. Martin,""Martin, George R.R."",,""=""""0553381695"""""",""=""""9780553381696"""""",4,4.40,Bantam,Paperback,761,2002,1998,2014/11/16,2014/08/29,,,read,,,,1,,,0,,,,,";
"17671956,""The Sandman Omnibus, Vol. 2"",Neil Gaiman,""Gaiman, Neil"",,""=""""1401243142"""""",""=""""9781401243142"""""",5,4.74,Vertigo,Hardcover,1040,2013,2013,2014/09/03,2014/09/03,,,read,,,,1,,,0,,,,,";
"17137673,""The Sandman Omnibus, Vol. 1"",Neil Gaiman,""Gaiman, Neil"",,""=""""1401241883"""""",""=""""9781401241889"""""",5,4.66,Vertigo,Hardcover,1040,2013,2013,2014/09/03,2014/09/03,,,read,,,,1,,,0,,,,,";
"13496,""A Game of Thrones (A Song of Ice and Fire, #1)"",George R.R. Martin,""Martin, George R.R."",,""=""""0553588486"""""",""=""""9780553588484"""""",4,4.45,Bantam,Mass Market Paperback,848,2005,1996,2014/08/29,2014/08/07,,,read,,,,1,,,0,,,,,";
"4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,""Jr., Kurt Vonnegut"",,""=""""0385333846"""""",""=""""9780385333849"""""",4,4.06,Dial Press,Paperback,275,1999,1969,2014/08/07,2014/07/27,,,read,,,,1,,,0,,,,,";
"16568,The Book of Imaginary Beings,Jorge Luis Borges,""Borges, Jorge Luis"",""Margarita Guerrero, Peter Sís, Andrew Hurley"",""=""""0143039938"""""",""=""""9780143039938"""""",3,4.10,Penguin USA,Paperback,236,2006,1957,2014/07/27,2014/07/19,,,read,,,,1,,,0,,,,,";
"22664050,Gry losowe,Joanna Dziwak,""Dziwak, Joanna"",,""="""""""""",""=""""9788364057441"""""",0,2.44,Korporacja ha!art,Paperback,276,2014,2014,,2014/07/19,to-read,to-read (#31),to-read,,,,0,,,0,,,,,";
"122600,Iron John: A Book About Men,Robert Bly,""Bly, Robert"",,""=""""0306813769"""""",""=""""9780306813764"""""",3,3.85,Da Capo Press,Paperback,288,2004,1984,2014/07/19,2014/06/27,,,read,,,,1,,,0,,,,,";
"6395833,Guts,Chuck Palahniuk,""Palahniuk, Chuck"",,""="""""""""",""="""""""""",3,3.93,,,16,,2004,,2014/07/09,,,read,,,,1,,,0,,,,,";
"5091,""The Dark Tower (The Dark Tower, #7)"",Stephen King,""King, Stephen"",,""=""""1416524525"""""",""=""""9781416524526"""""",4,4.27,Pocket Books,Paperback,1050,2006,2004,2014/06/27,2012/12/07,,,read,,,,1,,,0,,,,,";
"119073,The Name of the Rose,Umberto Eco,""Eco, Umberto"",""William Weaver, Seán Barrett"",""=""""0156001314"""""",""=""""9780156001311"""""",0,4.11,Harvest Books,Paperback,536,1994,1980,,2014/06/23,to-read,to-read (#30),to-read,,,,0,,,0,,,,,";
"5470,1984,George Orwell,""Orwell, George"",""George Orwell, Erich Fromm"",""=""""0451524934"""""",""=""""9780451524935"""""",4,4.14,New American Library,Mass Market Paperback,328,1950,1949,,2014/06/02,,,read,,,,1,,,0,,,,,";
"38505,Hollywood,Charles Bukowski,""Bukowski, Charles"",,""=""""843391426X"""""",""=""""9788433914262"""""",3,3.78,Anagrama,Paperback,319,1996,1989,2014/06/02,2014/05/28,,,read,,,,1,,,0,,,,,";
"5093,""Song of Susannah (The Dark Tower, #6)"",Stephen King,""King, Stephen"",Darrel Anderson,""=""""1416521496"""""",""=""""9781416521495"""""",3,3.98,Pocket Books,Mass Market Paperback,544,2006,2004,2014/05/28,2012/12/07,,,read,,,,1,,,0,,,,,";
"69571,""Rich Dad, Poor Dad"",Robert T. Kiyosaki,""Kiyosaki, Robert T."",,""=""""0751532711"""""",""=""""9780751532715"""""",4,3.96,Time Warner Books UK,Paperback,195,2007,1997,2014/05/10,2014/04/18,,,read,,,,1,,,0,,,,,";
"4978,""Wolves of the Calla (The Dark Tower, #5)"",Stephen King,""King, Stephen"",Bernie Wrightson,""=""""141651693X"""""",""=""""9781416516934"""""",3,4.18,Pocket Books,Mass Market Paperback,931,2006,2003,2014/04/18,2012/12/07,,,read,,,,1,,,0,,,,,";
"8644911,""www.1939.com.pl (www, #1)"",Marcin Ciszewski,""Ciszewski, Marcin"",,""=""""8392587944"""""",""=""""9788392587941"""""",3,4.01,Wydawnictwo SOL,Paperback,334,2008,2008,2014/03/03,2014/02/23,,,read,,,,1,,,0,,,,,";
"9555327,""Major (www, #2)"",Marcin Ciszewski,""Ciszewski, Marcin"",Adam Ferency,""="""""""""",""="""""""""",0,4.13,""Ender, Polskie Radio"",Audiobook,320,2010,2010,,2014/02/23,to-read,to-read (#29),to-read,,,,0,,,0,,,,,";
"18113195,Gliniarz,Marcin Ciszewski,""Ciszewski, Marcin"",Krzysztof Liedel,""="""""""""",""=""""9788324024230"""""",0,3.78,Społeczny Instytut Wydawniczy Znak,ebook,332,2013,2013,,2014/02/23,to-read,to-read (#28),to-read,,,,0,,,0,,,,,";
"13146045,""www.ru2012.pl (www, #4)"",Marcin Ciszewski,""Ciszewski, Marcin"",Roch Siemianowski,""="""""""""",""="""""""""",0,3.75,Społeczny Instytut Wydawniczy Znak,Audiobook,352,2011,2011,,2014/02/23,to-read,to-read (#27),to-read,,,,0,,,0,,,,,";
"36315,The Best of H.P. Lovecraft: Bloodcurdling Tales of Horror and the Macabre,H.P. Lovecraft,""Lovecraft, H.P."",""August Derleth, Robert Bloch"",""=""""0345350804"""""",""=""""9780345350800"""""",3,4.31,Ballantine Books,Paperback,406,2002,1963,2014/02/15,2013/11/02,,,read,,,,1,,,0,,,,,";
"5096,""Wizard and Glass (The Dark Tower, #4)"",Stephen King,""King, Stephen"",Dave McKean,""=""""0340829788"""""",""=""""9780340829783"""""",3,4.24,New English Library,Paperback,845,2003,1997,2014/02/15,2012/12/07,,,read,,,,1,,,0,,,,,";
"10799,A Farewell to Arms,Ernest Hemingway,""Hemingway, Ernest"",نجف دریابندری,""=""""0099910101"""""",""=""""9780099910107"""""",0,3.79,Arrow Books,Paperback,293,2004,1929,,2014/02/09,to-read,to-read (#26),to-read,,,,0,,,0,,,,,";
"184419,The Man Who Was Thursday: A Nightmare,G.K. Chesterton,""Chesterton, G.K."",Jonathan Lethem,""=""""0375757910"""""",""=""""9780375757914"""""",0,3.85,Modern Library,Paperback,182,2001,1908,,2014/01/24,to-read,to-read (#25),to-read,,,,0,,,0,,,,,";
"17882170,TyMyśl. Inaczej zrobią to za Ciebie...,Mateusz Grzesiak,""Grzesiak, Mateusz"",,""=""""8324610839"""""",""=""""9788324610839"""""",4,3.83,Onepress,Paperback,128,2007,2007,2014/01/12,2014/01/10,,,read,,,,1,,,0,,,,,";
"34084,""The Waste Lands (The Dark Tower, #3)"",Stephen King,""King, Stephen"",Ned Dameron,""=""""0670032565"""""",""=""""9780670032563"""""",4,4.24,Viking Adult,Hardcover,422,2003,1991,2014/01/08,2012/12/07,,,read,,,,1,,,0,,,,,";
"18342,It,Stephen King,""King, Stephen"",,""=""""0451169514"""""",""=""""9780451169518"""""",0,4.20,Signet,Paperback,1090,1987,1986,,2013/12/11,to-read,to-read (#24),to-read,,,,0,,,0,,,,,";
"5094,""The Drawing of the Three (The Dark Tower, #2)"",Stephen King,""King, Stephen"",,""=""""0451210859"""""",""=""""9780451210852"""""",5,4.22,Signet,Paperback,463,2003,1987,2013/12/10,2012/09/28,,,read,,,,1,,,0,,,,,";
"43615,""The Gunslinger (The Dark Tower, #1)"",Stephen King,""King, Stephen"",,""=""""0452284694"""""",""=""""9780452284692"""""",4,3.98,NAL,Paperback,231,2003,1982,2013/11/30,2012/09/28,,,read,,,,1,,,0,,,,,";
"13425415,I Suck at Girls,Justin Halpern,""Halpern, Justin"",,""=""""0062113380"""""",""=""""9780062113382"""""",3,3.79,Dey Street Books,ebook,131,2012,2012,2013/11/15,2012/12/07,,,read,,,,1,,,0,,,,,";
"1762321,Opowiadania,Marek Hłasko,""Hłasko, Marek"",,""=""""830602768X"""""",""="""""""""",4,4.13,PIW,Hardcover,395,2000,,2013/11/12,2013/11/12,,,read,,,,1,,,0,,,,,";
"141352,A Hunger Artist,Franz Kafka,""Kafka, Franz"",""Kevin Blahut, Helena Vlčnovská"",""=""""8090217117"""""",""=""""9788090217119"""""",3,4.14,Twisted Spoon Press,Hardcover,84,1996,1924,2013/10/28,2013/10/28,,,read,,,,1,,,0,,,,,";
"12868761,Let's Pretend This Never Happened: A Mostly True Memoir,Jenny  Lawson,""Lawson, Jenny"",,""=""""0399159010"""""",""=""""9780399159015"""""",4,3.90,Amy Einhorn: Putnam,Hardcover,318,2012,2012,2013/10/28,2012/12/07,,,read,,,,1,,,0,,,,,";
"5129,Brave New World,Aldous Huxley,""Huxley, Aldous"",,""=""""0060929871"""""",""=""""9780060929879"""""",4,3.97,Harper Perennial,Paperback,268,1998,1932,2013/10/20,2013/10/12,,,read,,,,1,,,0,,,,,";
"7821447,Sh*t My Dad Says,Justin Halpern,""Halpern, Justin"",,""=""""0061992704"""""",""=""""9780061992704"""""",4,3.98,It Books,Hardcover,159,2010,2010,2013/10/12,2013/10/10,,,read,,,,1,,,0,,,,,";
"16631,Steppenwolf,Hermann Hesse,""Hesse, Hermann"",""کیکاووس جهانداری, Basil Creighton"",""=""""0140282580"""""",""=""""9780140282580"""""",3,4.11,Penguin,Paperback,256,1999,1927,2013/10/09,2013/09/18,,,read,,,,1,,,0,,,,,";
"5471,Nineteen Eighty-Four,George Orwell,""Orwell, George"",Thomas Pynchon,""=""""0452284236"""""",""=""""9780452284234"""""",4,4.14,Plume,Paperback,339,2003,1949,2013/10/07,2012/10/22,,,read,,,,1,,,0,,,,,";
"2102001,The Game: Undercover in the Secret Society of Pickup Artists,Neil Strauss,""Strauss, Neil"",,""=""""184767237X"""""",""=""""9781847672377"""""",0,3.73,Canongate Books,Paperback,494,2007,2005,,2013/09/23,to-read,to-read (#23),to-read,,,,0,,,0,,,,,";
"4381,Fahrenheit 451,Ray Bradbury,""Bradbury, Ray"",,""=""""0307347974"""""",""=""""9780307347978"""""",4,3.97,Plaza y Janes,Paperback,174,2006,1953,2013/09/23,2012/10/22,,,read,,,,1,,,0,,,,,";
"18373,Flowers for Algernon,Daniel Keyes,""Keyes, Daniel"",,""=""""0156030306"""""",""=""""9780156030304"""""",5,4.07,Mariner Books,Paperback,311,2005,1966,2013/09/19,2012/10/22,,,read,,,,1,,,0,,,,,";
"957376,""Net Force (Tom Clancy's Net Force, #1)"",Steve Perry,""Perry, Steve"",""Tom Clancy, Steve Pieczenik"",""=""""0425161722"""""",""=""""9780425161722"""""",3,3.44,Berkley,Paperback,372,1999,1998,2013/09/18,2013/09/05,,,read,,,,1,,,0,,,,,";
"9560852,Winterspelt,Alfred Andersch,""Andersch, Alfred"",,""=""""3257017987"""""",""=""""9783257017984"""""",1,3.60,Diogenes,Paperback,596,1988,1974,2013/09/05,2013/07/27,,,read,,,,1,,,0,,,,,";
"1991039,""Flaggermusmannen (Harry Hole, #1)"",Jo Nesbø,""Nesbø, Jo"",Don Bartlett,""=""""8203180728"""""",""=""""9788203180729"""""",4,3.56,Aschehoug,Paperback,339,2005,1997,2013/07/27,2013/07/17,,,read,,,,1,,,0,,,,,";
"9833170,""Thrall: Twilight of the Aspects (World of WarCraft, #9)"",Christie Golden,""Golden, Christie"",,""=""""1416550887"""""",""=""""9781416550884"""""",3,4.08,Gallery Books,Hardcover,309,2011,2011,2013/07/17,2013/03/21,,,read,,,,1,,,0,,,,,";
"6290885,Arthas: Rise of the Lich King (World of Warcraft #6),Christie Golden,""Golden, Christie"",,""=""""1416550771"""""",""=""""9781416550778"""""",4,4.08,Pocket Books,Hardcover,320,2009,2009,2013/06/14,2013/03/21,,,read,,,,1,,,0,,,,,";
"34497,""The Color of Magic (Discworld, #1";" Rincewind #1)"",Terry Pratchett,""Pratchett, Terry"",,""=""""0060855924"""""",""=""""9780060855925"""""",5,3.98,Harper,Hardcover,228,2005,1983,2013/05/08,2012/06/01,,,read,,,,1,,,0,,,,,"
"375802,""Ender's Game (Ender's Saga, #1)"",Orson Scott Card,""Card, Orson Scott"",,""=""""0812550706"""""",""=""""9780812550702"""""",0,4.30,Tor,Mass Market Paperback,324,1994,1985,,2013/05/08,to-read,to-read (#22),to-read,,,,0,,,0,,,,,";
"7923163,Mogworld,Yahtzee Croshaw,""Croshaw, Yahtzee"",,""=""""1595825290"""""",""=""""9781595825292"""""",0,3.88,Dark Horse Books,Mass Market Paperback,413,2010,2010,,2013/04/18,to-read,to-read (#21),to-read,,,,0,,,0,,,,,";
"4671,The Great Gatsby,F. Scott Fitzgerald,""Fitzgerald, F. Scott"",,""=""""0743273567"""""",""=""""9780743273565"""""",4,3.89,Scribner,Paperback,180,2004,1925,2013/04/18,2012/10/22,,,read,,,,1,,,0,,,,,";
"1301154,""War of the Ancients Archive (WarCraft: War of the Ancients, #1-3)"",Richard A. Knaak,""Knaak, Richard A."",,""=""""1416552030"""""",""=""""9781416552031"""""",4,4.20,Pocket Books,Paperback,718,2007,2007,,2013/04/05,,,read,,,,1,,,0,,,,,";
"1910877,""The Sunwell Trilogy (WarCraft: The Sunwell Trilogy, #1-3)"",Richard A. Knaak,""Knaak, Richard A."",Kim Jae-Hwan,""=""""3865806384"""""",""=""""9783865806383"""""",4,3.82,,,504,,2005,,2013/04/05,,,read,,,,1,,,0,,,,,";
"34506,""The Light Fantastic (Discworld, #2";" Rincewind #2)"",Terry Pratchett,""Pratchett, Terry"",,""=""""0061020702"""""",""=""""9780061020704"""""",4,3.95,HarperTorch,Mass Market Paperback,241,2000,1986,,2013/03/21,,,read,,,,1,,,0,,,,,"
"386372,""Mort (Death, #1";" Discworld, #4)"",Terry Pratchett,""Pratchett, Terry"",,""=""""0061020680"""""",""=""""9780061020681"""""",5,4.22,HarperTorch,Mass Market Paperback,243,2001,1987,,2013/03/21,,,read,,,,1,,,0,,,,,"
"13260060,""Jaina Proudmoore: Tides of War (World of Warcraft, #11)"",Christie Golden,""Golden, Christie"",,""=""""1416550763"""""",""=""""9781416550761"""""",0,4.04,Gallery Books,Hardcover,352,2012,2008,,2013/03/21,to-read,to-read (#20),to-read,,,,0,,,0,,,,,";
"3137561,""Night of the Dragon (World of Warcraft, #5)"",Richard A. Knaak,""Knaak, Richard A."",,""=""""0743471377"""""",""=""""9780743471374"""""",0,3.78,Gallery,Paperback,320,2008,2008,,2013/03/21,to-read,to-read (#19),to-read,,,,0,,,0,,,,,";
"10818702,""Wolfheart (World of WarCraft, #10)"",Richard A. Knaak,""Knaak, Richard A."",,""=""""1451605757"""""",""=""""9781451605754"""""",0,3.84,Gallery Books,Hardcover,352,2011,2011,,2013/03/21,to-read,to-read (#18),to-read,,,,0,,,0,,,,,";
"1914018,""Beyond the Dark Portal (World of WarCraft, #4)"",Aaron Rosenberg,""Rosenberg, Aaron"",Christie Golden,""=""""1416550860"""""",""=""""9781416550860"""""",0,3.98,Pocket Star,Mass Market Paperback,384,2008,2008,,2013/03/21,to-read,to-read (#17),to-read,,,,0,,,0,,,,,";
"279508,""Tides of Darkness (World of Warcraft, #3)"",Aaron Rosenberg,""Rosenberg, Aaron"",,""=""""1416539905"""""",""=""""9781416539902"""""",0,3.89,Pocket Star,Paperback,384,2007,2007,,2013/03/21,to-read,to-read (#16),to-read,,,,0,,,0,,,,,";
"279501,Rise of the Horde,Christie Golden,""Golden, Christie"",,""=""""0743471385"""""",""=""""9780743471381"""""",0,4.14,Pocket Star,Mass Market Paperback,368,2006,2006,,2013/03/21,to-read,to-read (#13),to-read,,,,0,,,0,,,,,";
"6600527,""Stormrage (World of Warcraft, #7)"",Richard A. Knaak,""Knaak, Richard A."",,""=""""1416550879"""""",""=""""9781416550877"""""",0,3.68,Pocket,Hardcover,432,2010,2010,,2013/03/21,to-read,to-read (#14),to-read,,,,0,,,0,,,,,";
"1876528,Inny świat,Gustaw Herling-Grudziński,""Herling-Grudziński, Gustaw"",,""=""""8308032303"""""",""="""""""""",5,3.99,Wydawnictwo Literackie,Paperback,355,2002,1951,,2013/02/02,,,read,,,,1,,,0,,,,,";
"7094569,""Feed (Newsflesh Trilogy, #1)"",Mira Grant,""Grant, Mira"",,""=""""0316081051"""""",""=""""9780316081054"""""",4,3.86,Orbit,Mass Market Paperback,599,2010,2010,2013/01/12,2012/12/07,,,read,""Kłopot z newsami jest taki, że ludzie – zwłaszcza ci na samej górz- lubią gdy jesteście przerażeni. Ci u władzy chcąbyście się bali. Chcą, by paraliżowało was przeświadczenie, że w każdej chwili możecie zginąć. Zawsze znajdzie się coś, czego można się baćKiedyś byli terroryśc. Teraz są zombie."",,,1,,,0,,,,,";
"12067,""Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch"",Terry Pratchett,""Pratchett, Terry"",Neil Gaiman,""=""""0060853980"""""",""=""""9780060853983"""""",4,4.25,William Morrow,Mass Market Paperback,412,2006,1990,2012/12/14,2012/11/22,,,read,,,,1,,,0,,,,,";
"6050678,""Leviathan (Leviathan, #1)"",Scott Westerfeld,""Westerfeld, Scott"",,""=""""1416971734"""""",""=""""9781416971733"""""",0,3.91,Simon Pulse,Hardcover,440,2009,2009,,2012/12/10,to-read,to-read (#12),to-read,,,,0,,,0,,,,,";
"1876696,Medaliony,Zofia Nałkowska,""Nałkowska, Zofia"",,""=""""8372545774"""""",""="""""""""",4,3.81,Siedmioróg,Hardcover,64,2004,1946,,2012/12/07,,,read,,,,1,,,0,,,,,";
"12405612,""Tough Shit: Life Advice from a Fat, Lazy Slob Who Did Good"",Kevin Smith,""Smith, Kevin"",,""=""""1592406890"""""",""=""""9781592406890"""""",0,3.89,Gotham,Hardcover,272,2012,2012,,2012/12/07,to-read,to-read (#11),to-read,,,,0,,,0,,,,,";
"11806716,""Blackout (Newsflesh Trilogy, #3)"",Mira Grant,""Grant, Mira"",,""=""""1841499005"""""",""=""""9781841499000"""""",0,4.11,Orbit ,Paperback,512,2012,2012,,2012/12/07,to-read,to-read (#9),to-read,,,,0,,,0,,,,,";
"13793128,""Fed (Newsflesh Trilogy, #1.5)"",Mira Grant,""Grant, Mira"",,""="""""""""",""="""""""""",0,3.58,Orbit,ebook,53,2012,2012,,2012/12/07,to-read,to-read (#7),to-read,,,,0,,,0,,,,,";
"8429687,""Deadline (Newsflesh Trilogy, #2)"",Mira Grant,""Grant, Mira"",,""=""""031608106X"""""",""=""""9780316081061"""""",0,4.10,Orbit,Paperback,584,2011,2011,,2012/12/07,to-read,to-read (#8),to-read,,,,0,,,0,,,,,";
"13641101,""How Green This Land, How Blue This Sea (Newsflesh Trilogy, #3.2)"",Mira Grant,""Grant, Mira"",,""="""""""""",""="""""""""",0,3.97,Orbit,Kindle Edition,132,2013,2013,,2012/12/07,to-read,to-read (#10),to-read,,,,0,,,0,,,,,";
"11509894,""Countdown (Newsflesh Trilogy, #0.25)"",Mira Grant,""Grant, Mira"",,""=""""031620448X"""""",""=""""9780316204484"""""",0,4.08,Orbit,ebook,105,2011,2011,,2012/12/07,to-read,to-read (#5),to-read,,,,0,,,0,,,,,";
"13641099,""San Diego 2014: The Last Stand of the California Browncoats (Newsflesh Trilogy, #0.50)"",Mira Grant,""Grant, Mira"",,""="""""""""",""="""""""""",0,4.14,Orbit,Kindle Edition,120,2012,2012,,2012/12/07,to-read,to-read (#6),to-read,,,,0,,,0,,,,,";
"13453029,""Wool Omnibus (Silo, #1)"",Hugh Howey,""Howey, Hugh"",,""="""""""""",""="""""""""",0,4.24,Broad Reach Publishing,Kindle Edition,509,2012,2012,,2012/12/07,to-read,to-read (#4),to-read,,,,0,,,0,,,,,";
"13147230,""The Long Earth (The Long Earth, #1)"",Terry Pratchett,""Pratchett, Terry"",Stephen Baxter,""=""""0062067753"""""",""=""""9780062067753"""""",0,3.74,HarperCollins Harper,Hardcover,336,2012,2012,,2012/12/07,to-read,to-read (#3),to-read,,,,0,,,0,,,,,";
